country,level1,level2,level3,week,year,n_cases,population
Argentina,Ciudad Autonoma de Buenos Aires,Comuna 12,208403,7,2025,5,9271
Argentina,Ciudad Autonoma de Buenos Aires,Comuna 12,208404,7,2025,6,8702
Argentina,Ciudad Autonoma de Buenos Aires,Comuna 12,208405,7,2025,6,8415
Argentina,Ciudad Autonoma de Buenos Aires,Comuna 12,208406,7,2025,13,9143
Argentina,Ciudad Autonoma de Buenos Aires,Comuna 12,208407,7,2025,9,10293
Argentina,Ciudad Autonoma de Buenos Aires,Comuna 12,208408,7,2025,8,10510
Argentina,Ciudad Autonoma de Buenos Aires,Comuna 12,208409,7,2025,12,8365
Argentina,Ciudad Autonoma de Buenos Aires,Comuna 12,208410,7,2025,16,11926
Argentina,Ciudad Autonoma de Buenos Aires,Comuna 12,208411,7,2025,10,10276
Argentina,Ciudad Autonoma de Buenos Aires,Comuna 12,208412,7,2025,10,8291
Argentina,Ciudad Autonoma de Buenos Aires,Comuna 12,208413,7,2025,16,9891
Argentina,Ciudad Autonoma de Buenos Aires,Comuna 12,208414,7,2025,11,12202
Argentina,Ciudad Autonoma de Buenos Aires,Comuna 12,208415,7,2025,9,13785
Argentina,Ciudad Autonoma de Buenos Aires,Comuna 12,208416,7,2025,14,16395
Argentina,Ciudad Autonoma de Buenos Aires,Comuna 12,208417,7,2025,10,9935
Argentina,Ciudad Autonoma de Buenos Aires,Comuna 12,208418,7,2025,14,13227
Argentina,Ciudad Autonoma de Buenos Aires,Comuna 12,208419,7,2025,9,12268
Argentina,Ciudad Autonoma de Buenos Aires,Comuna 12,208420,7,2025,13,9926
Argentina,Ciudad Autonoma de Buenos Aires,Comuna 12,208421,7,2025,11,11426
Argentina,Ciudad Autonoma de Buenos Aires,Comuna 12,208422,7,2025,11,12983
Argentina,Ciudad Autonoma de Buenos Aires,Comuna 13,209101,7,2025,16,11656
Argentina,Ciudad Autonoma de Buenos Aires,Comuna 13,209102,7,2025,12,10984
Argentina,Ciudad Autonoma de Buenos Aires,Comuna 13,209103,7,2025,12,10868
Argentina,Ciudad Autonoma de Buenos Aires,Comuna 13,209104,7,2025,14,13113
Argentina,Ciudad Autonoma de Buenos Aires,Comuna 13,209105,7,2025,13,10421
Argentina,Ciudad Autonoma de Buenos Aires,Comuna 13,209106,7,2025,9,7917
Argentina,Ciudad Autonoma de Buenos Aires,Comuna 13,209107,7,2025,7,8294
Argentina,Ciudad Autonoma de Buenos Aires,Comuna 13,209108,7,2025,10,9153
Argentina,Ciudad Autonoma de Buenos Aires,Comuna 13,209109,7,2025,13,8207
Argentina,Ciudad Autonoma de Buenos Aires,Comuna 13,209110,7,2025,13,10807
Argentina,Ciudad Autonoma de Buenos Aires,Comuna 13,209111,7,2025,10,4808
Argentina,Ciudad Autonoma de Buenos Aires,Comuna 13,209112,7,2025,5,8591
Argentina,Ciudad Autonoma de Buenos Aires,Comuna 13,209113,7,2025,16,10772
Argentina,Ciudad Autonoma de Buenos Aires,Comuna 13,209114,7,2025,5,7311
Argentina,Ciudad Autonoma de Buenos Aires,Comuna 13,209115,7,2025,14,9651
Argentina,Ciudad Autonoma de Buenos Aires,Comuna 13,209116,7,2025,10,10427
Argentina,Ciudad Autonoma de Buenos Aires,Comuna 13,209117,7,2025,10,11221
Argentina,Ciudad Autonoma de Buenos Aires,Comuna 13,209118,7,2025,8,8113
Argentina,Ciudad Autonoma de Buenos Aires,Comuna 13,209119,7,2025,6,8504
Argentina,Ciudad Autonoma de Buenos Aires,Comuna 13,209120,7,2025,8,9333
Argentina,Ciudad Autonoma de Buenos Aires,Comuna 13,209121,7,2025,7,8521
Argentina,Ciudad Autonoma de Buenos Aires,Comuna 13,209122,7,2025,6,8416
Argentina,Ciudad Autonoma de Buenos Aires,Comuna 13,209123,7,2025,8,9675
Argentina,Ciudad Autonoma de Buenos Aires,Comuna 13,209124,7,2025,12,7611
Argentina,Ciudad Autonoma de Buenos Aires,Comuna 13,209125,7,2025,9,6503
Argentina,Ciudad Autonoma de Buenos Aires,Comuna 13,209126,7,2025,6,8070
Argentina,Ciudad Autonoma de Buenos Aires,Comuna 13,209127,7,2025,6,7860
Argentina,Ciudad Autonoma de Buenos Aires,Comuna 13,209128,7,2025,6,7714
Argentina,Ciudad Autonoma de Buenos Aires,Comuna 13,209129,7,2025,5,7809
Argentina,Ciudad Autonoma de Buenos Aires,Comuna 14,209801,7,2025,8,8008
Argentina,Ciudad Autonoma de Buenos Aires,Comuna 14,209802,7,2025,6,8651
Argentina,Ciudad Autonoma de Buenos Aires,Comuna 14,209803,7,2025,4,9921
Argentina,Ciudad Autonoma de Buenos Aires,Comuna 14,209804,7,2025,10,9128
Argentina,Ciudad Autonoma de Buenos Aires,Comuna 14,209805,7,2025,9,7958
Argentina,Ciudad Autonoma de Buenos Aires,Comuna 14,209806,7,2025,12,9397
Argentina,Ciudad Autonoma de Buenos Aires,Comuna 14,209807,7,2025,7,9307
Argentina,Ciudad Autonoma de Buenos Aires,Comuna 14,209808,7,2025,6,8700
Argentina,Ciudad Autonoma de Buenos Aires,Comuna 14,209809,7,2025,12,12492
Argentina,Ciudad Autonoma de Buenos Aires,Comuna 14,209810,7,2025,0,190
Argentina,Ciudad Autonoma de Buenos Aires,Comuna 14,209811,7,2025,13,12051
Argentina,Ciudad Autonoma de Buenos Aires,Comuna 14,209812,7,2025,11,7962
Argentina,Ciudad Autonoma de Buenos Aires,Comuna 14,209813,7,2025,10,7376
Argentina,Ciudad Autonoma de Buenos Aires,Comuna 14,209814,7,2025,13,7484
Argentina,Ciudad Autonoma de Buenos Aires,Comuna 14,209815,7,2025,1,8094
Argentina,Ciudad Autonoma de Buenos Aires,Comuna 14,209816,7,2025,9,6773
Argentina,Ciudad Autonoma de Buenos Aires,Comuna 14,209817,7,2025,9,7231
Argentina,Ciudad Autonoma de Buenos Aires,Comuna 14,209818,7,2025,7,6981
Argentina,Ciudad Autonoma de Buenos Aires,Comuna 14,209819,7,2025,9,5589
Argentina,Ciudad Autonoma de Buenos Aires,Comuna 14,209820,7,2025,6,6758
Argentina,Ciudad Autonoma de Buenos Aires,Comuna 14,209821,7,2025,8,7312
Argentina,Ciudad Autonoma de Buenos Aires,Comuna 14,209822,7,2025,10,8363
Argentina,Ciudad Autonoma de Buenos Aires,Comuna 14,209823,7,2025,7,11012
Argentina,Ciudad Autonoma de Buenos Aires,Comuna 14,209824,7,2025,7,6199
Argentina,Ciudad Autonoma de Buenos Aires,Comuna 14,209825,7,2025,7,7637
Argentina,Ciudad Autonoma de Buenos Aires,Comuna 14,209826,7,2025,7,6558
Argentina,Ciudad Autonoma de Buenos Aires,Comuna 14,209827,7,2025,6,6199
Argentina,Ciudad Autonoma de Buenos Aires,Comuna 14,209828,7,2025,14,9243
Argentina,Ciudad Autonoma de Buenos Aires,Comuna 14,209829,7,2025,10,8453
Argentina,Ciudad Autonoma de Buenos Aires,Comuna 14,209830,7,2025,11,8109
Argentina,Ciudad Autonoma de Buenos Aires,Comuna 14,209831,7,2025,15,8116
Argentina,Ciudad Autonoma de Buenos Aires,Comuna 15,210501,7,2025,6,9594
Argentina,Ciudad Autonoma de Buenos Aires,Comuna 15,210502,7,2025,5,6548
Argentina,Ciudad Autonoma de Buenos Aires,Comuna 15,210503,7,2025,16,10235
Argentina,Ciudad Autonoma de Buenos Aires,Comuna 15,210504,7,2025,15,12235
Argentina,Ciudad Autonoma de Buenos Aires,Comuna 15,210505,7,2025,9,12207
Argentina,Ciudad Autonoma de Buenos Aires,Comuna 15,210506,7,2025,4,4156
Argentina,Ciudad Autonoma de Buenos Aires,Comuna 15,210507,7,2025,9,12285
Argentina,Ciudad Autonoma de Buenos Aires,Comuna 15,210508,7,2025,10,8807
Argentina,Ciudad Autonoma de Buenos Aires,Comuna 15,210509,7,2025,6,8645
Argentina,Ciudad Autonoma de Buenos Aires,Comuna 15,210510,7,2025,7,10813
Argentina,Ciudad Autonoma de Buenos Aires,Comuna 15,210511,7,2025,9,11863
Argentina,Ciudad Autonoma de Buenos Aires,Comuna 15,210512,7,2025,8,7208
Argentina,Ciudad Autonoma de Buenos Aires,Comuna 15,210513,7,2025,9,7242
Argentina,Ciudad Autonoma de Buenos Aires,Comuna 15,210514,7,2025,5,9564
Argentina,Ciudad Autonoma de Buenos Aires,Comuna 15,210515,7,2025,5,9091
Argentina,Ciudad Autonoma de Buenos Aires,Comuna 15,210516,7,2025,6,8911
Argentina,Ciudad Autonoma de Buenos Aires,Comuna 15,210517,7,2025,6,8753
Argentina,Ciudad Autonoma de Buenos Aires,Comuna 15,210518,7,2025,11,8161
Argentina,Ciudad Autonoma de Buenos Aires,Comuna 15,210519,7,2025,8,8739
Argentina,Ciudad Autonoma de Buenos Aires,Comuna 15,210520,7,2025,11,8787
Argentina,Ciudad Autonoma de Buenos Aires,Comuna 15,210521,7,2025,7,11421
Argentina,Ciudad Autonoma de Buenos Aires,Comuna 2,201401,7,2025,1,554
Argentina,Ciudad Autonoma de Buenos Aires,Comuna 2,201402,7,2025,11,5022
Argentina,Ciudad Autonoma de Buenos Aires,Comuna 2,201403,7,2025,5,5681
Argentina,Ciudad Autonoma de Buenos Aires,Comuna 2,201404,7,2025,8,6670
Argentina,Ciudad Autonoma de Buenos Aires,Comuna 2,201405,7,2025,8,6654
Argentina,Ciudad Autonoma de Buenos Aires,Comuna 2,201406,7,2025,4,6504
Argentina,Ciudad Autonoma de Buenos Aires,Comuna 2,201407,7,2025,5,7631
Argentina,Ciudad Autonoma de Buenos Aires,Comuna 2,201408,7,2025,6,9285
Argentina,Ciudad Autonoma de Buenos Aires,Comuna 2,201409,7,2025,7,8985
Argentina,Ciudad Autonoma de Buenos Aires,Comuna 2,201410,7,2025,11,7067
Argentina,Ciudad Autonoma de Buenos Aires,Comuna 2,201411,7,2025,5,5593
Argentina,Ciudad Autonoma de Buenos Aires,Comuna 2,201412,7,2025,7,5734
Argentina,Ciudad Autonoma de Buenos Aires,Comuna 2,201413,7,2025,4,7043
Argentina,Ciudad Autonoma de Buenos Aires,Comuna 2,201414,7,2025,10,8370
Argentina,Ciudad Autonoma de Buenos Aires,Comuna 2,201415,7,2025,3,6053
Argentina,Ciudad Autonoma de Buenos Aires,Comuna 2,201416,7,2025,5,5917
Argentina,Ciudad Autonoma de Buenos Aires,Comuna 2,201417,7,2025,7,7963
Argentina,Ciudad Autonoma de Buenos Aires,Comuna 2,201418,7,2025,6,6383
Argentina,Ciudad Autonoma de Buenos Aires,Comuna 2,201419,7,2025,5,6436
Argentina,Ciudad Autonoma de Buenos Aires,Comuna 2,201420,7,2025,6,7134
Argentina,Ciudad Autonoma de Buenos Aires,Comuna 2,201421,7,2025,4,5726
Argentina,Ciudad Autonoma de Buenos Aires,Comuna 2,201422,7,2025,7,5002
Argentina,Ciudad Autonoma de Buenos Aires,Comuna 2,201423,7,2025,4,5517
Argentina,Ciudad Autonoma de Buenos Aires,Comuna 2,201424,7,2025,5,5483
Argentina,Ciudad Autonoma de Buenos Aires,Comuna 2,201425,7,2025,8,8202
Argentina,Ciudad Autonoma de Buenos Aires,Comuna 5,203501,7,2025,15,9107
Argentina,Ciudad Autonoma de Buenos Aires,Comuna 5,203502,7,2025,4,8659
Argentina,Ciudad Autonoma de Buenos Aires,Comuna 5,203503,7,2025,15,9246
Argentina,Ciudad Autonoma de Buenos Aires,Comuna 5,203504,7,2025,12,8180
Argentina,Ciudad Autonoma de Buenos Aires,Comuna 5,203505,7,2025,6,6557
Argentina,Ciudad Autonoma de Buenos Aires,Comuna 5,203506,7,2025,11,7989
Argentina,Ciudad Autonoma de Buenos Aires,Comuna 5,203507,7,2025,10,7616
Argentina,Ciudad Autonoma de Buenos Aires,Comuna 5,203508,7,2025,7,8744
Argentina,Ciudad Autonoma de Buenos Aires,Comuna 5,203509,7,2025,13,7892
Argentina,Ciudad Autonoma de Buenos Aires,Comuna 5,203510,7,2025,11,8718
Argentina,Ciudad Autonoma de Buenos Aires,Comuna 5,203511,7,2025,7,9263
Argentina,Ciudad Autonoma de Buenos Aires,Comuna 5,203512,7,2025,8,7201
Argentina,Ciudad Autonoma de Buenos Aires,Comuna 5,203513,7,2025,4,7410
Argentina,Ciudad Autonoma de Buenos Aires,Comuna 5,203514,7,2025,8,8821
Argentina,Ciudad Autonoma de Buenos Aires,Comuna 5,203515,7,2025,12,7651
Argentina,Ciudad Autonoma de Buenos Aires,Comuna 5,203516,7,2025,7,10461
Argentina,Ciudad Autonoma de Buenos Aires,Comuna 5,203517,7,2025,7,9254
Argentina,Ciudad Autonoma de Buenos Aires,Comuna 5,203518,7,2025,8,9162
Argentina,Ciudad Autonoma de Buenos Aires,Comuna 5,203519,7,2025,15,9340
Argentina,Ciudad Autonoma de Buenos Aires,Comuna 5,203520,7,2025,8,11091
Argentina,Ciudad Autonoma de Buenos Aires,Comuna 5,203521,7,2025,8,8855
Argentina,Ciudad Autonoma de Buenos Aires,Comuna 5,203522,7,2025,16,11232
Argentina,Ciudad Autonoma de Buenos Aires,Comuna 6,204201,7,2025,10,9911
Argentina,Ciudad Autonoma de Buenos Aires,Comuna 6,204202,7,2025,13,10787
Argentina,Ciudad Autonoma de Buenos Aires,Comuna 6,204203,7,2025,6,8899
Argentina,Ciudad Autonoma de Buenos Aires,Comuna 6,204204,7,2025,7,11727
Argentina,Ciudad Autonoma de Buenos Aires,Comuna 6,204205,7,2025,14,10329
Argentina,Ciudad Autonoma de Buenos Aires,Comuna 6,204206,7,2025,7,10367
Argentina,Ciudad Autonoma de Buenos Aires,Comuna 6,204207,7,2025,18,12185
Argentina,Ciudad Autonoma de Buenos Aires,Comuna 6,204208,7,2025,13,9497
Argentina,Ciudad Autonoma de Buenos Aires,Comuna 6,204209,7,2025,7,7356
Argentina,Ciudad Autonoma de Buenos Aires,Comuna 6,204210,7,2025,14,8697
Argentina,Ciudad Autonoma de Buenos Aires,Comuna 6,204211,7,2025,8,9646
Argentina,Ciudad Autonoma de Buenos Aires,Comuna 6,204212,7,2025,4,7926
Argentina,Ciudad Autonoma de Buenos Aires,Comuna 6,204213,7,2025,15,10037
Argentina,Ciudad Autonoma de Buenos Aires,Comuna 6,204214,7,2025,12,9669
Argentina,Ciudad Autonoma de Buenos Aires,Comuna 6,204215,7,2025,7,9168
Argentina,Ciudad Autonoma de Buenos Aires,Comuna 6,204216,7,2025,15,12982
Argentina,Ciudad Autonoma de Buenos Aires,Comuna 6,204217,7,2025,9,7259
Argentina,Ciudad Autonoma de Buenos Aires,Comuna 6,204218,7,2025,7,8066
Argentina,Ciudad Autonoma de Buenos Aires,Comuna 6,204219,7,2025,9,7952
Argentina,Ciudad Autonoma de Buenos Aires,Comuna 6,204220,7,2025,14,8895
Argentina,Ciudad Autonoma de Buenos Aires,Comuna 6,204221,7,2025,5,10409
Argentina,Ciudad Autonoma de Buenos Aires,Comuna 7,204901,7,2025,4,6665
Argentina,Ciudad Autonoma de Buenos Aires,Comuna 7,204902,7,2025,6,8593
Argentina,Ciudad Autonoma de Buenos Aires,Comuna 7,204903,7,2025,14,10871
Argentina,Ciudad Autonoma de Buenos Aires,Comuna 7,204904,7,2025,9,9795
Argentina,Ciudad Autonoma de Buenos Aires,Comuna 7,204905,7,2025,10,8999
Argentina,Ciudad Autonoma de Buenos Aires,Comuna 7,204906,7,2025,7,7524
Argentina,Ciudad Autonoma de Buenos Aires,Comuna 7,204907,7,2025,8,9257
Argentina,Ciudad Autonoma de Buenos Aires,Comuna 7,204908,7,2025,7,7685
Argentina,Ciudad Autonoma de Buenos Aires,Comuna 7,204909,7,2025,10,9705
Argentina,Ciudad Autonoma de Buenos Aires,Comuna 7,204910,7,2025,11,8735
Argentina,Ciudad Autonoma de Buenos Aires,Comuna 7,204911,7,2025,10,10501
Argentina,Ciudad Autonoma de Buenos Aires,Comuna 7,204912,7,2025,9,7467
Argentina,Ciudad Autonoma de Buenos Aires,Comuna 7,204913,7,2025,19,11414
Argentina,Ciudad Autonoma de Buenos Aires,Comuna 7,204914,7,2025,6,11132
Argentina,Ciudad Autonoma de Buenos Aires,Comuna 7,204915,7,2025,8,9647
Argentina,Ciudad Autonoma de Buenos Aires,Comuna 7,204916,7,2025,7,8094
Argentina,Ciudad Autonoma de Buenos Aires,Comuna 7,204917,7,2025,0,2971
Argentina,Ciudad Autonoma de Buenos Aires,Comuna 7,204918,7,2025,4,3398
Argentina,Ciudad Autonoma de Buenos Aires,Comuna 7,204919,7,2025,8,6454
Argentina,Ciudad Autonoma de Buenos Aires,Comuna 7,204920,7,2025,10,12736
Argentina,Ciudad Autonoma de Buenos Aires,Comuna 7,204921,7,2025,10,11351
Argentina,Ciudad Autonoma de Buenos Aires,Comuna 7,204922,7,2025,12,11303
Argentina,Ciudad Autonoma de Buenos Aires,Comuna 7,204923,7,2025,6,7839
Argentina,Ciudad Autonoma de Buenos Aires,Comuna 7,204924,7,2025,16,11126
Argentina,Ciudad Autonoma de Buenos Aires,Comuna 10,207001,8,2025,4,6651
Argentina,Ciudad Autonoma de Buenos Aires,Comuna 10,207002,8,2025,8,7094
Argentina,Ciudad Autonoma de Buenos Aires,Comuna 10,207003,8,2025,5,6682
Argentina,Ciudad Autonoma de Buenos Aires,Comuna 10,207004,8,2025,7,9342
Argentina,Ciudad Autonoma de Buenos Aires,Comuna 10,207005,8,2025,13,11787
Argentina,Ciudad Autonoma de Buenos Aires,Comuna 10,207006,8,2025,10,12408
Argentina,Ciudad Autonoma de Buenos Aires,Comuna 10,207007,8,2025,12,11630
Argentina,Ciudad Autonoma de Buenos Aires,Comuna 10,207008,8,2025,15,9038
Argentina,Ciudad Autonoma de Buenos Aires,Comuna 10,207009,8,2025,11,8752
Argentina,Ciudad Autonoma de Buenos Aires,Comuna 10,207010,8,2025,12,10398
Argentina,Ciudad Autonoma de Buenos Aires,Comuna 10,207011,8,2025,4,8554
Argentina,Ciudad Autonoma de Buenos Aires,Comuna 10,207012,8,2025,8,6677
Argentina,Ciudad Autonoma de Buenos Aires,Comuna 10,207013,8,2025,12,8285
Argentina,Ciudad Autonoma de Buenos Aires,Comuna 10,207014,8,2025,7,9092
Argentina,Ciudad Autonoma de Buenos Aires,Comuna 10,207015,8,2025,5,7248
Argentina,Ciudad Autonoma de Buenos Aires,Comuna 10,207016,8,2025,8,8724
Argentina,Ciudad Autonoma de Buenos Aires,Comuna 10,207017,8,2025,9,9635
Argentina,Ciudad Autonoma de Buenos Aires,Comuna 10,207018,8,2025,6,8682
Argentina,Ciudad Autonoma de Buenos Aires,Comuna 10,207019,8,2025,9,11217
Argentina,Ciudad Autonoma de Buenos Aires,Comuna 11,207701,8,2025,10,11069
Argentina,Ciudad Autonoma de Buenos Aires,Comuna 11,207702,8,2025,12,10205
Argentina,Ciudad Autonoma de Buenos Aires,Comuna 11,207703,8,2025,8,9103
Argentina,Ciudad Autonoma de Buenos Aires,Comuna 11,207704,8,2025,4,10387
Argentina,Ciudad Autonoma de Buenos Aires,Comuna 11,207705,8,2025,11,7955
Argentina,Ciudad Autonoma de Buenos Aires,Comuna 11,207706,8,2025,6,11455
Argentina,Ciudad Autonoma de Buenos Aires,Comuna 11,207707,8,2025,13,11428
Argentina,Ciudad Autonoma de Buenos Aires,Comuna 11,207708,8,2025,4,8072
Argentina,Ciudad Autonoma de Buenos Aires,Comuna 11,207709,8,2025,8,9257
Argentina,Ciudad Autonoma de Buenos Aires,Comuna 11,207710,8,2025,7,11259
Argentina,Ciudad Autonoma de Buenos Aires,Comuna 11,207711,8,2025,8,8065
Argentina,Ciudad Autonoma de Buenos Aires,Comuna 11,207712,8,2025,10,8059
Argentina,Ciudad Autonoma de Buenos Aires,Comuna 11,207713,8,2025,10,9254
Argentina,Ciudad Autonoma de Buenos Aires,Comuna 11,207714,8,2025,6,7270
Argentina,Ciudad Autonoma de Buenos Aires,Comuna 11,207715,8,2025,7,10022
Argentina,Ciudad Autonoma de Buenos Aires,Comuna 11,207716,8,2025,19,9462
Argentina,Ciudad Autonoma de Buenos Aires,Comuna 11,207717,8,2025,3,6323
Argentina,Ciudad Autonoma de Buenos Aires,Comuna 11,207718,8,2025,14,9010
Argentina,Ciudad Autonoma de Buenos Aires,Comuna 11,207719,8,2025,9,7194
Argentina,Ciudad Autonoma de Buenos Aires,Comuna 11,207720,8,2025,11,9079
Argentina,Ciudad Autonoma de Buenos Aires,Comuna 11,207721,8,2025,13,9075
Argentina,Ciudad Autonoma de Buenos Aires,Comuna 11,207722,8,2025,8,8902
Argentina,Ciudad Autonoma de Buenos Aires,Comuna 12,208401,8,2025,17,9341
Argentina,Ciudad Autonoma de Buenos Aires,Comuna 12,208402,8,2025,7,8793
Argentina,Ciudad Autonoma de Buenos Aires,Comuna 12,208403,8,2025,8,9271
Argentina,Ciudad Autonoma de Buenos Aires,Comuna 12,208404,8,2025,7,8702
Argentina,Ciudad Autonoma de Buenos Aires,Comuna 12,208405,8,2025,7,8415
Argentina,Ciudad Autonoma de Buenos Aires,Comuna 12,208406,8,2025,3,9143
Argentina,Ciudad Autonoma de Buenos Aires,Comuna 12,208407,8,2025,6,10293
Argentina,Ciudad Autonoma de Buenos Aires,Comuna 12,208408,8,2025,8,10510
Argentina,Ciudad Autonoma de Buenos Aires,Comuna 12,208409,8,2025,8,8365
Argentina,Ciudad Autonoma de Buenos Aires,Comuna 12,208410,8,2025,19,11926
Argentina,Ciudad Autonoma de Buenos Aires,Comuna 12,208411,8,2025,12,10276
Argentina,Ciudad Autonoma de Buenos Aires,Comuna 12,208412,8,2025,10,8291
Argentina,Ciudad Autonoma de Buenos Aires,Comuna 12,208413,8,2025,9,9891
Argentina,Ciudad Autonoma de Buenos Aires,Comuna 12,208414,8,2025,12,12202
Argentina,Ciudad Autonoma de Buenos Aires,Comuna 12,208415,8,2025,14,13785
Argentina,Ciudad Autonoma de Buenos Aires,Comuna 12,208416,8,2025,19,16395
Argentina,Ciudad Autonoma de Buenos Aires,Comuna 12,208417,8,2025,11,9935
Argentina,Ciudad Autonoma de Buenos Aires,Comuna 12,208418,8,2025,4,13227
Argentina,Ciudad Autonoma de Buenos Aires,Comuna 12,208419,8,2025,12,12268
Argentina,Ciudad Autonoma de Buenos Aires,Comuna 12,208420,8,2025,9,9926
Argentina,Ciudad Autonoma de Buenos Aires,Comuna 12,208421,8,2025,11,11426
Argentina,Ciudad Autonoma de Buenos Aires,Comuna 12,208422,8,2025,18,12983
Argentina,Ciudad Autonoma de Buenos Aires,Comuna 13,209101,8,2025,8,11656
Argentina,Ciudad Autonoma de Buenos Aires,Comuna 13,209102,8,2025,14,10984
Argentina,Ciudad Autonoma de Buenos Aires,Comuna 13,209103,8,2025,8,10868
Argentina,Ciudad Autonoma de Buenos Aires,Comuna 13,209104,8,2025,21,13113
Argentina,Ciudad Autonoma de Buenos Aires,Comuna 13,209105,8,2025,4,10421
Argentina,Ciudad Autonoma de Buenos Aires,Comuna 13,209106,8,2025,4,7917
Argentina,Ciudad Autonoma de Buenos Aires,Comuna 13,209107,8,2025,7,8294
Argentina,Ciudad Autonoma de Buenos Aires,Comuna 13,209108,8,2025,7,9153
Argentina,Ciudad Autonoma de Buenos Aires,Comuna 13,209109,8,2025,11,8207
Argentina,Ciudad Autonoma de Buenos Aires,Comuna 13,209110,8,2025,10,10807
Argentina,Ciudad Autonoma de Buenos Aires,Comuna 13,209111,8,2025,5,4808
Argentina,Ciudad Autonoma de Buenos Aires,Comuna 13,209112,8,2025,7,8591
Argentina,Ciudad Autonoma de Buenos Aires,Comuna 13,209113,8,2025,11,10772
Argentina,Ciudad Autonoma de Buenos Aires,Comuna 13,209114,8,2025,9,7311
Argentina,Ciudad Autonoma de Buenos Aires,Comuna 13,209115,8,2025,9,9651
Argentina,Ciudad Autonoma de Buenos Aires,Comuna 13,209116,8,2025,8,10427
Argentina,Ciudad Autonoma de Buenos Aires,Comuna 13,209117,8,2025,13,11221
Argentina,Ciudad Autonoma de Buenos Aires,Comuna 13,209118,8,2025,10,8113
Argentina,Ciudad Autonoma de Buenos Aires,Comuna 13,209119,8,2025,7,8504
Argentina,Ciudad Autonoma de Buenos Aires,Comuna 13,209120,8,2025,10,9333
Argentina,Ciudad Autonoma de Buenos Aires,Comuna 13,209121,8,2025,10,8521
Argentina,Ciudad Autonoma de Buenos Aires,Comuna 13,209122,8,2025,10,8416
Argentina,Ciudad Autonoma de Buenos Aires,Comuna 13,209123,8,2025,16,9675
Argentina,Ciudad Autonoma de Buenos Aires,Comuna 13,209124,8,2025,10,7611
Argentina,Ciudad Autonoma de Buenos Aires,Comuna 13,209125,8,2025,10,6503
Argentina,Ciudad Autonoma de Buenos Aires,Comuna 13,209126,8,2025,9,8070
Argentina,Ciudad Autonoma de Buenos Aires,Comuna 13,209127,8,2025,8,7860
Argentina,Ciudad Autonoma de Buenos Aires,Comuna 13,209128,8,2025,9,7714
Argentina,Ciudad Autonoma de Buenos Aires,Comuna 13,209129,8,2025,4,7809
Argentina,Ciudad Autonoma de Buenos Aires,Comuna 14,209801,8,2025,13,8008
Argentina,Ciudad Autonoma de Buenos Aires,Comuna 14,209802,8,2025,6,8651
Argentina,Ciudad Autonoma de Buenos Aires,Comuna 14,209803,8,2025,9,9921
Argentina,Ciudad Autonoma de Buenos Aires,Comuna 14,209804,8,2025,5,9128
Argentina,Ciudad Autonoma de Buenos Aires,Comuna 14,209805,8,2025,4,7958
Argentina,Ciudad Autonoma de Buenos Aires,Comuna 14,209806,8,2025,9,9397
Argentina,Ciudad Autonoma de Buenos Aires,Comuna 14,209807,8,2025,13,9307
Argentina,Ciudad Autonoma de Buenos Aires,Comuna 14,209808,8,2025,12,8700
Argentina,Ciudad Autonoma de Buenos Aires,Comuna 14,209809,8,2025,11,12492
Argentina,Ciudad Autonoma de Buenos Aires,Comuna 14,209810,8,2025,0,190
Argentina,Ciudad Autonoma de Buenos Aires,Comuna 14,209811,8,2025,13,12051
Argentina,Ciudad Autonoma de Buenos Aires,Comuna 14,209812,8,2025,7,7962
Argentina,Ciudad Autonoma de Buenos Aires,Comuna 14,209813,8,2025,11,7376
Argentina,Ciudad Autonoma de Buenos Aires,Comuna 14,209814,8,2025,7,7484
Argentina,Ciudad Autonoma de Buenos Aires,Comuna 14,209815,8,2025,3,8094
Argentina,Ciudad Autonoma de Buenos Aires,Comuna 14,209816,8,2025,9,6773
Argentina,Ciudad Autonoma de Buenos Aires,Comuna 14,209817,8,2025,10,7231
Argentina,Ciudad Autonoma de Buenos Aires,Comuna 14,209818,8,2025,6,6981
Argentina,Ciudad Autonoma de Buenos Aires,Comuna 14,209819,8,2025,3,5589
Argentina,Ciudad Autonoma de Buenos Aires,Comuna 14,209820,8,2025,4,6758
Argentina,Ciudad Autonoma de Buenos Aires,Comuna 14,209821,8,2025,3,7312
Argentina,Ciudad Autonoma de Buenos Aires,Comuna 14,209822,8,2025,8,8363
Argentina,Ciudad Autonoma de Buenos Aires,Comuna 14,209823,8,2025,5,11012
Argentina,Ciudad Autonoma de Buenos Aires,Comuna 14,209824,8,2025,9,6199
Argentina,Ciudad Autonoma de Buenos Aires,Comuna 14,209825,8,2025,5,7637
Argentina,Ciudad Autonoma de Buenos Aires,Comuna 14,209826,8,2025,4,6558
Argentina,Ciudad Autonoma de Buenos Aires,Comuna 14,209827,8,2025,2,6199
Argentina,Ciudad Autonoma de Buenos Aires,Comuna 14,209828,8,2025,11,9243
Argentina,Ciudad Autonoma de Buenos Aires,Comuna 14,209829,8,2025,7,8453
Argentina,Ciudad Autonoma de Buenos Aires,Comuna 14,209830,8,2025,9,8109
Argentina,Ciudad Autonoma de Buenos Aires,Comuna 14,209831,8,2025,9,8116
Argentina,Ciudad Autonoma de Buenos Aires,Comuna 15,210501,8,2025,8,9594
